artist_name,track_name,track_id,artist_href,track_href,genre_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
marcin wasilewski trio,january,6O84d53YeV1buAGecAxoRA,https://open.spotify.com/artist/2UGL8QDKTSVXMqZqQR8DRL,https://open.spotify.com/track/6O84d53YeV1buAGecAxoRA,jazz,0.319,0.0929,11,-24.257,0,0.0384,0.935,0.765,0.161,0.0548,101.557,518053
tony bennett,the good life,4MVvSNPOUd2z70vkkNCbLr,https://open.spotify.com/artist/2lolQgalUvZDfp5vvVtTYV,https://open.spotify.com/track/4MVvSNPOUd2z70vkkNCbLr,jazz,0.182,0.261,10,-13.707,1,0.033,0.88,1.03e-05,0.442,0.206,175.779,134893
brous one,morning rides,0xsVIYrX6tPsUWZB0t4ilG,https://open.spotify.com/artist/1B8h9tQRqagUQ7XcHRvh3k,https://open.spotify.com/track/0xsVIYrX6tPsUWZB0t4ilG,jazz,0.824,0.212,11,-12.486,0,0.471,0.614,0.728,0.126,0.837,72.043,123333
dimension latina,sigue tu camino,6SZrhuLGjIzsliOLEG7Y7O,https://open.spotify.com/artist/2ixSzFmACsZSsx40fXTNYk,https://open.spotify.com/track/6SZrhuLGjIzsliOLEG7Y7O,jazz,0.76,0.635,2,-6.48,1,0.0409,0.618,4.35e-05,0.118,0.931,106.672,229355
bill evans trio,waltz for debby (take 2),49H4LDNFE5BU7ZMIg8UsZy,https://open.spotify.com/artist/3VEG6gxFIMfl4Cdog26avS,https://open.spotify.com/track/49H4LDNFE5BU7ZMIg8UsZy,jazz,0.559,0.288,5,-19.037,1,0.0381,0.885,0.926,0.642,0.474,87.998,420227
el gran combo de puerto rico,sin salsa no hay paraíso,714JJ27SmuQEghyVauzMPj,https://open.spotify.com/artist/6nnspeopmJAG07xOxHmqTu,https://open.spotify.com/track/714JJ27SmuQEghyVauzMPj,jazz,0.797,0.874,0,-3.155,1,0.0347,0.6,0.000138,0.0398,0.972,94.469,226893
dave brubeck,besame mucho,1GZD0TZJHmdQaZsucHBmWT,https://open.spotify.com/artist/3kUKwTJdH8FuWzF8p6Dg9E,https://open.spotify.com/track/1GZD0TZJHmdQaZsucHBmWT,jazz,0.517,0.273,10,-17.279,0,0.0627,0.866,0.774,0.979,0.321,63.423,354573
ramsey lewis,sun goddess,1WSW4VT8o81I4XIHINIXvC,https://open.spotify.com/artist/7Kfrmups2Z3ncDQmNS5jRc,https://open.spotify.com/track/1WSW4VT8o81I4XIHINIXvC,jazz,0.538,0.784,7,-12.66,1,0.0461,0.142,0.0923,0.0803,0.529,92.525,507547
tall black guy,"from home, to work, and back..",2cXHGk1xgwKBghFTBTYQJ5,https://open.spotify.com/artist/2bz6GlqjAN5fTFWvy0rmSP,https://open.spotify.com/track/2cXHGk1xgwKBghFTBTYQJ5,jazz,0.671,0.621,9,-5.657,0,0.116,0.0841,0.377,0.116,0.102,94.565,173440
vels trio,the wad,5WVTUUFhOwOnVLdynmbM1a,https://open.spotify.com/artist/68ZVpxiS12BeN3EgBgXW0l,https://open.spotify.com/track/5WVTUUFhOwOnVLdynmbM1a,jazz,0.587,0.447,10,-13.289,0,0.0252,0.0184,0.801,0.137,0.16,95.007,313263
melody gardot,les etoiles,3a61AXiLnRT456B4MeW7mT,https://open.spotify.com/artist/2P1puQXmG48EVLBrHbum1J,https://open.spotify.com/track/3a61AXiLnRT456B4MeW7mT,jazz,0.626,0.317,7,-13.692,0,0.0414,0.931,0.363,0.0937,0.568,97.281,198347
diana krall,dream,6hKvRPUWKXik0wl3EW7TW2,https://open.spotify.com/artist/5z1VAFwT35EVvCp1XlZZuL,https://open.spotify.com/track/6hKvRPUWKXik0wl3EW7TW2,jazz,0.478,0.095,0,-18.664,1,0.0294,0.848,0.0021,0.0883,0.184,67.858,243480
animals as leaders,tooth and claw,43kvE0evfgiatOSth0XyFa,https://open.spotify.com/artist/65C6Unk7nhg2aCnVuAPMo8,https://open.spotify.com/track/43kvE0evfgiatOSth0XyFa,jazz,0.277,0.967,7,-4.796,1,0.202,0.000546,0.834,0.354,0.253,150.037,263207
thievery corporation,the richest man in babylon,6vxkqv1JheZ13gppcxHRXO,https://open.spotify.com/artist/25KNo5GDS6ZpLkjasaecA3,https://open.spotify.com/track/6vxkqv1JheZ13gppcxHRXO,jazz,0.74,0.589,10,-5.33,0,0.0368,0.324,0.00785,0.108,0.893,91.997,230267
yussef kamaal,strings of light,5yPowIqdVPFaBvBmhoLE0Y,https://open.spotify.com/artist/710FHFQeXKC6dZGCxt7kQh,https://open.spotify.com/track/5yPowIqdVPFaBvBmhoLE0Y,jazz,0.36,0.793,7,-8.917,0,0.0666,0.00408,0.794,0.342,0.46,144.86,508773
aaron taylor,shooting star,78GTy82c0Bd9Jp1n5NY6FE,https://open.spotify.com/artist/1evO4fwLsEkkPGq32dCix7,https://open.spotify.com/track/78GTy82c0Bd9Jp1n5NY6FE,jazz,0.769,0.373,10,-9.901,0,0.0562,0.191,0.044,0.109,0.678,85.006,170653
jimmy durante,smile,1SnaQxXZI1McrW2ROk2772,https://open.spotify.com/artist/5FNHfTn3yzVpqdUyWwej0v,https://open.spotify.com/track/1SnaQxXZI1McrW2ROk2772,jazz,0.417,0.384,5,-12.048,1,0.0446,0.814,0.0,0.412,0.356,107.3,177533
caravan palace,waterguns (feat. tom bailey),5w4jnRxDCNmmUHr6wMZCxh,https://open.spotify.com/artist/37J1PlAkhRK7yrZUtqaUpQ,https://open.spotify.com/track/5w4jnRxDCNmmUHr6wMZCxh,jazz,0.722,0.596,4,-6.1,1,0.0458,0.584,0.0,0.188,0.794,97.508,210280
chon,story,3jObpACelihU51vk17xdTm,https://open.spotify.com/artist/2JFljHPanIjYy2QqfNYvC0,https://open.spotify.com/track/3jObpACelihU51vk17xdTm,jazz,0.51,0.787,6,-6.126,0,0.0312,0.00188,0.676,0.359,0.211,159.858,230406
haken,messiah complex iv: the sect,3ynYNzVQW44i8z8V3NaqsQ,https://open.spotify.com/artist/2SRIVGDkdqQnrQdaXxDkJt,https://open.spotify.com/track/3ynYNzVQW44i8z8V3NaqsQ,jazz,0.607,0.758,10,-7.299,1,0.0423,0.00279,0.663,0.342,0.611,93.384,122200
t-bone walker,call it stormy monday,1i7nQGgwloILcp6ZftH2Qa,https://open.spotify.com/artist/6nPKmEbQmR8jGZEm7ArOFX,https://open.spotify.com/track/1i7nQGgwloILcp6ZftH2Qa,jazz,0.606,0.301,0,-11.402,1,0.0423,0.545,0.00194,0.0419,0.457,100.979,183027
the dave brubeck quartet,kathy's waltz,3XfaSRXfGuWT1rrn9lWx30,https://open.spotify.com/artist/4iRZAbYvBqnxrbs6K25aJ7,https://open.spotify.com/track/3XfaSRXfGuWT1rrn9lWx30,jazz,0.484,0.151,0,-18.622,0,0.0378,0.88,0.178,0.115,0.399,94.587,287840
chon,pitch dark,76BhEMEYRAFVVznsUQz2UU,https://open.spotify.com/artist/2JFljHPanIjYy2QqfNYvC0,https://open.spotify.com/track/76BhEMEYRAFVVznsUQz2UU,jazz,0.675,0.473,11,-10.803,0,0.0508,0.669,0.883,0.0733,0.288,159.14,221493
peggy lee,ain't we got fun,1hqrv4RHtqRres6Szcibvv,https://open.spotify.com/artist/602DnpaSXJB4b9DZrvxbDc,https://open.spotify.com/track/1hqrv4RHtqRres6Szcibvv,jazz,0.648,0.241,7,-11.98,1,0.0407,0.755,0.0,0.146,0.634,135.887,133813
chick corea,spain,5RrJCusmR1J54b5ivqdWIu,https://open.spotify.com/artist/5olDKSsFhhmwh8UCWwKtpq,https://open.spotify.com/track/5RrJCusmR1J54b5ivqdWIu,jazz,0.404,0.446,11,-16.982,0,0.0352,0.857,0.885,0.0845,0.474,136.242,590867
nightmares on wax,les nuits,4P8qXnroR43S0xk0hmSbNs,https://open.spotify.com/artist/4tNxq9NGKTKaX8OkZBLgf0,https://open.spotify.com/track/4P8qXnroR43S0xk0hmSbNs,jazz,0.556,0.291,8,-14.709,1,0.0311,0.245,0.881,0.247,0.0387,94.635,380627
badbadnotgood,speaking gently,3mkWEcarvUSBuBibXuQydc,https://open.spotify.com/artist/65dGLGjkw3UbddUg2GKQoZ,https://open.spotify.com/track/3mkWEcarvUSBuBibXuQydc,jazz,0.325,0.834,5,-5.015,0,0.0411,5.26e-05,0.838,0.112,0.511,78.198,247839
bonobo,first fires,2Yz2Z1ENB85nYrK3Rg2qxO,https://open.spotify.com/artist/0cmWgDlu9CwTgxPhf403hb,https://open.spotify.com/track/2Yz2Z1ENB85nYrK3Rg2qxO,jazz,0.606,0.408,8,-10.539,1,0.0362,0.385,0.29,0.437,0.211,110.01,278294
haken,messiah complex v: ectobius rex,6Vvu2zUapBmAXHClyRfqbC,https://open.spotify.com/artist/2SRIVGDkdqQnrQdaXxDkJt,https://open.spotify.com/track/6Vvu2zUapBmAXHClyRfqbC,jazz,0.243,0.987,4,-5.294,0,0.113,0.000207,0.209,0.252,0.0893,104.981,297840
jacob rose quartet,on a clear day (you can see forever),2KvLCva5Vm746nkffVIiQI,https://open.spotify.com/artist/4DNDmRm3KzKbhvqKWcubd3,https://open.spotify.com/track/2KvLCva5Vm746nkffVIiQI,jazz,0.533,0.236,7,-13.025,1,0.0328,0.956,0.898,0.103,0.357,134.937,204330
donny hathaway,voices inside (everything is everything),23Zssm5bEAWEsfhdVs90lX,https://open.spotify.com/artist/0HU0U9kdXEHZVxUNbuQe8S,https://open.spotify.com/track/23Zssm5bEAWEsfhdVs90lX,jazz,0.679,0.538,8,-9.573,0,0.0277,0.512,0.00174,0.105,0.642,95.899,206872
donny hathaway,je vous aime (i love you),4opOP0HtW9e3kEmJZgjPt0,https://open.spotify.com/artist/0HU0U9kdXEHZVxUNbuQe8S,https://open.spotify.com/track/4opOP0HtW9e3kEmJZgjPt0,jazz,0.527,0.336,6,-10.471,1,0.0326,0.284,0.0,0.567,0.735,136.217,208653
marc johnson,swept away,2HfccyKw1vmXFEoOH87FCT,https://open.spotify.com/artist/3AT9157jK9F2gMSViMdRUH,https://open.spotify.com/track/2HfccyKw1vmXFEoOH87FCT,jazz,0.37,0.115,4,-24.572,0,0.0313,0.949,0.933,0.33,0.189,102.334,378520
gerald albright,so amazing,2A9sVZ6nXEwX8O3OfDnjnP,https://open.spotify.com/artist/3bhckpkRmz8mqONUceSutp,https://open.spotify.com/track/2A9sVZ6nXEwX8O3OfDnjnP,jazz,0.668,0.534,2,-11.899,0,0.0354,0.441,0.648,0.113,0.502,127.907,289040
dexter gordon,a night in tunisia - remastered,5KQ6uddno2Hht84gJDHsPF,https://open.spotify.com/artist/3NUsiT2JSyaWAnWaXxDzhQ,https://open.spotify.com/track/5KQ6uddno2Hht84gJDHsPF,jazz,0.528,0.583,7,-8.776,0,0.0643,0.592,0.0,0.305,0.671,96.284,495373
zero 7,passing by,7fGAChEASw3sxA1TFRhPfx,https://open.spotify.com/artist/14H7ag1wpQOsPPQJOD6Dqr,https://open.spotify.com/track/7fGAChEASw3sxA1TFRhPfx,jazz,0.586,0.426,0,-10.904,0,0.0242,0.357,0.474,0.0762,0.21,80.941,291040
aldo romano,l.a. 58,0jqMv6eLhPbsFbKlHsV9hv,https://open.spotify.com/artist/1Z0lthC9NP1vvut7ijv3FF,https://open.spotify.com/track/0jqMv6eLhPbsFbKlHsV9hv,jazz,0.483,0.488,0,-11.62,1,0.0276,0.87,0.0782,0.142,0.577,130.931,246633
cab calloway,everybody eats when they come to my house,5Bw7Nf4mJAOQMtb2Ir9uJX,https://open.spotify.com/artist/03cwCzIWQ8BRmXjGPDAL04,https://open.spotify.com/track/5Bw7Nf4mJAOQMtb2Ir9uJX,jazz,0.555,0.361,0,-12.223,1,0.0686,0.915,0.0,0.387,0.83,150.616,167267
kinobe,slip into something more comfortable - stephen hague 2016 mix,6l7PbHcApOcdXYbZlex1z4,https://open.spotify.com/artist/468ohR5I3vI6JztrHL7exy,https://open.spotify.com/track/6l7PbHcApOcdXYbZlex1z4,jazz,0.513,0.661,8,-10.635,1,0.0339,0.0181,0.87,0.38,0.347,174.607,287776
trio x of sweden,somaoh,6zr0ynyIM2RRaoTMOmj9h9,https://open.spotify.com/artist/51s0AOLvBvXk75SsVUqIKZ,https://open.spotify.com/track/6zr0ynyIM2RRaoTMOmj9h9,jazz,0.663,0.287,7,-18.203,1,0.0434,0.773,0.791,0.0848,0.547,81.253,228747
donald byrd,where are we going?,3E26XqV2an7iMYoEcUVdj4,https://open.spotify.com/artist/3ZUZYvTkSr7kJQyAXVpqaL,https://open.spotify.com/track/3E26XqV2an7iMYoEcUVdj4,jazz,0.678,0.635,5,-11.954,1,0.0403,0.245,0.662,0.102,0.886,109.394,277333
pretty lights,i know the truth,4SMciQoW2tOVieBAg6U2Qj,https://open.spotify.com/artist/4iVhFmG8YCCEHANGeUUS9q,https://open.spotify.com/track/4SMciQoW2tOVieBAg6U2Qj,jazz,0.59,0.939,6,-3.222,0,0.233,0.00162,0.00399,0.0408,0.296,140.118,288000
pat metheny,don't know why,6KE4QXE06QDEn7zRFkpxdk,https://open.spotify.com/artist/3t58jfUhoMLYVO14XaUFLA,https://open.spotify.com/track/6KE4QXE06QDEn7zRFkpxdk,jazz,0.367,0.23,7,-16.453,1,0.0418,0.875,0.866,0.106,0.198,204.883,187787
ahmad jamal,ahmad's blues,4CZfPaDW5madfScpZl0nDU,https://open.spotify.com/artist/6gc6oo3u2f7SqTd4mhe81O,https://open.spotify.com/track/4CZfPaDW5madfScpZl0nDU,jazz,0.508,0.15,5,-20.844,1,0.0418,0.99,0.899,0.144,0.252,173.36,174000
thievery corporation,saudade,6N8LkW3Tp3dgEPq0X88JFC,https://open.spotify.com/artist/25KNo5GDS6ZpLkjasaecA3,https://open.spotify.com/track/6N8LkW3Tp3dgEPq0X88JFC,jazz,0.667,0.5,2,-10.24,0,0.0739,0.798,0.695,0.113,0.531,200.213,128613
miles davis,violets (feat. phonte),185ciwUe4FUDPG7VHFNzcv,https://open.spotify.com/artist/0kbYTNQb4Pb1rPbbaF0pT4,https://open.spotify.com/track/185ciwUe4FUDPG7VHFNzcv,jazz,0.785,0.624,7,-9.984,1,0.272,0.205,0.0,0.107,0.356,91.835,203680
michael franks,lotus blossom,33p7jMh4ThQdZ3fe6scpfI,https://open.spotify.com/artist/0AVE7rDx4X9w0pW1XlN1om,https://open.spotify.com/track/33p7jMh4ThQdZ3fe6scpfI,jazz,0.721,0.0462,1,-25.433,0,0.0365,0.877,0.272,0.0787,0.183,103.8,259960
nina simone,be my husband - live in new york/1965,4ZFwqrpTFL9dRMDSyIH262,https://open.spotify.com/artist/7G1GBhoKtEPnP86X2PvEYO,https://open.spotify.com/track/4ZFwqrpTFL9dRMDSyIH262,jazz,0.582,0.36,10,-12.537,0,0.172,0.808,0.0,0.0504,0.382,80.424,200667
blue lab beats,pineapple,0lwkL0G07NYtLrQCugi8lX,https://open.spotify.com/artist/4YLUMAgNyttwx4hUHgtBtR,https://open.spotify.com/track/0lwkL0G07NYtLrQCugi8lX,jazz,0.849,0.529,7,-10.038,1,0.141,0.392,0.191,0.105,0.538,99.983,196587
silvana estrada,te guardo,5fGIyvtxYc7BiijDvqOFGN,https://open.spotify.com/artist/72VywtXEoONiBLNu3ibGI7,https://open.spotify.com/track/5fGIyvtxYc7BiijDvqOFGN,jazz,0.557,0.387,4,-9.742,0,0.0435,0.898,0.000192,0.0892,0.193,156.343,201674
stan getz,o grande amor,58U9a5Z3XHzYJXPoCGcP3D,https://open.spotify.com/artist/0FMucZsEnCxs5pqBjHjIc8,https://open.spotify.com/track/58U9a5Z3XHzYJXPoCGcP3D,jazz,0.537,0.146,2,-15.706,0,0.039,0.975,0.39,0.152,0.266,129.709,326320
leroyce,know the name,1WmU7RWZvEfII7cv7n0kqe,https://open.spotify.com/artist/02eLls9aGOtRCaIr39nq4X,https://open.spotify.com/track/1WmU7RWZvEfII7cv7n0kqe,jazz,0.746,0.69,8,-10.006,1,0.0619,0.00503,0.0,0.165,0.209,122.663,157858
the meters,wichita lineman,3EgkmxKS8IN08vbdoL7cFi,https://open.spotify.com/artist/2JRvXPGWiINrnJljNJhG5s,https://open.spotify.com/track/3EgkmxKS8IN08vbdoL7cFi,jazz,0.536,0.339,2,-14.932,0,0.04,0.21,0.00985,0.212,0.352,82.77,179000
melody gardot,from paris with love - single version,5mw9Ox2dKksNDip74o6hU2,https://open.spotify.com/artist/2P1puQXmG48EVLBrHbum1J,https://open.spotify.com/track/5mw9Ox2dKksNDip74o6hU2,jazz,0.196,0.301,10,-11.596,0,0.0304,0.308,0.0224,0.125,0.171,171.911,288693
wayman tisdale,can't hide love,4Prv0FdBlhP6Satf9Yb2Mj,https://open.spotify.com/artist/3h25qUbua6H0dcBJgDPg5c,https://open.spotify.com/track/4Prv0FdBlhP6Satf9Yb2Mj,jazz,0.539,0.644,5,-7.407,0,0.0399,0.236,0.775,0.114,0.781,78.311,224267
nightmares on wax,70s 80s,57sa60SXzxzxcSZogh0j60,https://open.spotify.com/artist/4tNxq9NGKTKaX8OkZBLgf0,https://open.spotify.com/track/57sa60SXzxzxcSZogh0j60,jazz,0.764,0.521,7,-11.174,1,0.0937,0.00232,0.000411,0.0751,0.512,174.009,332853
julie london,the end of the world,3esK0w6IPlcvCa27sqUYeg,https://open.spotify.com/artist/3qUMmh5biaB5hqpF4LqS3m,https://open.spotify.com/track/3esK0w6IPlcvCa27sqUYeg,jazz,0.192,0.229,7,-13.828,1,0.0309,0.959,0.00146,0.0693,0.226,85.516,169600
thievery corporation,amerimacka featuring notch,2Xwt7oYOO7qocIYNgirkLy,https://open.spotify.com/artist/25KNo5GDS6ZpLkjasaecA3,https://open.spotify.com/track/2Xwt7oYOO7qocIYNgirkLy,jazz,0.699,0.678,11,-9.212,0,0.0413,0.251,0.697,0.516,0.363,76.835,341507
the weeknd,blinding lights,0VjIjW4GlUZAMYd2vXMi3b,https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,pop,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,200040
taylor swift,cardigan,4R2kfaDFhslZEMJqAFNpdd,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,pop,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560
harry styles,watermelon sugar,6UelLqGlWMcVH1E5c4H7lY,https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,pop,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,174000
jack harlow,"whats poppin (feat. dababy, tory lanez & lil wayne) - remix",2MbdDtCv5LUVjYy9RuGTgC,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC,pop,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,227478
taylor swift,the 1,0Jlcvv8IykzHaSmj49uNW8,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/0Jlcvv8IykzHaSmj49uNW8,pop,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28e-06,0.108,0.172,139.883,210252
dj khaled,popstar (feat. drake),6EDO9iiTtwNv6waLwa1UUq,https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq,pop,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071,200221
chris brown,go crazy,1IIKrJVP1C9N7iPtG6eOsK,https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,pop,0.755,0.578,0,-8.932,0,0.145,0.316,0.0,0.25,0.581,94.148,176960
taylor swift,the last great american dynasty,2Eeur20xVqfUoM3Q7EFPFt,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/2Eeur20xVqfUoM3Q7EFPFt,pop,0.686,0.662,7,-8.505,1,0.0413,0.467,0.0023,0.109,0.706,147.922,230999
taylor swift,my tears ricochet,1MgV7FIyNxIG7WzMRJV5HC,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/1MgV7FIyNxIG7WzMRJV5HC,pop,0.456,0.263,0,-10.63,1,0.0332,0.806,0.0,0.0749,0.111,129.86,255894
megan thee stallion,savage remix (feat. beyoncé),5v4GgrXPMghOnBBLmveLac,https://open.spotify.com/artist/181bsRPaVXVlUKXrxwZfHK,https://open.spotify.com/track/5v4GgrXPMghOnBBLmveLac,pop,0.822,0.743,10,-4.772,0,0.28,0.016,0.0,0.127,0.636,84.459,242001
taylor swift,august,3hUxzQpSfdDqwM3ZTFQY0K,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/3hUxzQpSfdDqwM3ZTFQY0K,pop,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923
surfaces,sunday best,1Cv1YLb4q0RzL6pybtaMLo,https://open.spotify.com/artist/4ETSs924pXMzjIeD6E9b4u,https://open.spotify.com/track/1Cv1YLb4q0RzL6pybtaMLo,pop,0.878,0.525,5,-6.832,1,0.0578,0.183,0.0,0.0714,0.694,112.022,158571
jack harlow,whats poppin,1jaTQ3nqY3oAAYyCTbIvnM,https://open.spotify.com/artist/2LIk90788K0zvyj2JJVwkJ,https://open.spotify.com/track/1jaTQ3nqY3oAAYyCTbIvnM,pop,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062,139741
ariana grande,stuck with u (with justin bieber),4HBZA5flZLE435QTztThqH,https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,pop,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482
taylor swift,mirrorball,0ZNU020wNYvgW84iljPkPP,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/0ZNU020wNYvgW84iljPkPP,pop,0.553,0.413,2,-10.037,1,0.0334,0.687,2.33e-06,0.0594,0.379,110.107,208978
taylor swift,invisible string,6VsvKPJ4xjVNKpI8VVZ3SV,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/6VsvKPJ4xjVNKpI8VVZ3SV,pop,0.653,0.452,4,-11.143,0,0.055,0.838,7.73e-05,0.108,0.45,83.433,252881
drake,chicago freestyle (feat. giveon),4wVOKKEHUJxHCFFNUWDn0B,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B,pop,0.735,0.449,10,-7.507,1,0.347,0.629,0.0,0.113,0.0397,122.947,220488
taylor swift,seven,6KJqZcs9XDgVck7Lg9QOTC,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/6KJqZcs9XDgVck7Lg9QOTC,pop,0.596,0.488,4,-10.769,1,0.0274,0.9,2.7e-05,0.091,0.415,94.926,208907
dj khaled,greece (feat. drake),35RJhm1pEovTBwnNR0zWad,https://open.spotify.com/artist/0QHgL1lAIqAw0HtD7YldmP,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad,pop,0.695,0.343,5,-10.798,1,0.0432,0.0743,1.04e-06,0.107,0.229,85.84,218902
blackbear,hot girl bummer,7aiClxsDWFRQ0Kzk5KI5ku,https://open.spotify.com/artist/2cFrymmkijnjDg9SS92EPM,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,pop,0.778,0.559,6,-7.109,0,0.0776,0.128,0.0,0.399,0.678,129.989,185093
taylor swift,this is me trying,7kt9e9LFSpN1zQtYEl19o1,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/7kt9e9LFSpN1zQtYEl19o1,pop,0.515,0.476,9,-9.843,1,0.0328,0.314,4.74e-05,0.171,0.412,135.886,195097
taylor swift,illicit affairs,2NmsngXHeC1GQ9wWrzhOMf,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/2NmsngXHeC1GQ9wWrzhOMf,pop,0.559,0.31,10,-10.445,1,0.0338,0.881,0.0,0.106,0.46,119.845,190898
benee,supalonely,4nK5YrxbMGZstTLbvj6Gxw,https://open.spotify.com/artist/0Cp8WN4V8Tu4QJQwCN5Md4,https://open.spotify.com/track/4nK5YrxbMGZstTLbvj6Gxw,pop,0.863,0.631,7,-4.689,1,0.0534,0.305,3.04e-05,0.123,0.817,128.977,223480
billie eilish,my future,2ygvZOXrIeVL4xZmAWJT2C,https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH,https://open.spotify.com/track/2ygvZOXrIeVL4xZmAWJT2C,pop,0.444,0.309,8,-10.956,1,0.062,0.795,0.132,0.352,0.0875,104.745,208155
taylor swift,betty,5kI4eCXXzyuIUXjQra0Cxi,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/5kI4eCXXzyuIUXjQra0Cxi,pop,0.593,0.377,0,-8.761,1,0.0253,0.6,0.0,0.0976,0.502,95.939,294521
lady gaga,rain on me (with ariana grande),24ySl2hOPGCDcxBxFIqWBu,https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms,https://open.spotify.com/track/24ySl2hOPGCDcxBxFIqWBu,pop,0.672,0.855,9,-3.764,1,0.0397,0.021,0.0,0.323,0.646,123.056,182200
taylor swift,mad woman,2QDyYdZyhlP2fp79KZX8Bi,https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02,https://open.spotify.com/track/2QDyYdZyhlP2fp79KZX8Bi,pop,0.592,0.699,3,-8.995,1,0.0471,0.655,1.68e-05,0.114,0.506,141.916,237258
lewis capaldi,someone you loved,7qEHsqek33rTcFNT9PFqLf,https://open.spotify.com/artist/4GNC7GD6oZMSxPGyXy4MNB,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,pop,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,182161
conan gray,heather,4xqrdfXkTW4T0RauPLv3WA,https://open.spotify.com/artist/4Uc8Dsxct0oMqx0P6i60ea,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,pop,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078,198040
marshmello,be kind (with halsey),3Z8FwOEN59mRMxDCtb8N0A,https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,pop,0.63,0.633,4,-7.088,1,0.0457,0.00776,0.0,0.0541,0.452,93.995,172762
arizona zervas,roxanne,696DnlkuDOXcMAnKlTgXXK,https://open.spotify.com/artist/0vRvGUQVUjytro0xpb26bs,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,pop,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,163636
drake,toosie slide,127QTOFJsJQp5LbJbu3A1y,https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4,https://open.spotify.com/track/127QTOFJsJQp5LbJbu3A1y,pop,0.834,0.454,1,-9.75,0,0.201,0.321,6.15e-06,0.114,0.837,81.618,247059
